year,ccode_e,StateAbb_export,StateNme_export,ccode_a,StateAbb_import,StateNme_import,logflow,shareally,MID,loggdp.e,loggdp.a,comcur,sscore,region,bilatno,multino
2001,2,USA,United States of America,205,IRE,Ireland,8.970249014483416,45,0,16.125656991832145,11.559809945429748,0,-0.014925372786819935,North/Central America,0,1
2001,2,USA,United States of America,210,NTH,Netherlands,9.97479234946273,45,0,16.125656991832145,12.90085380292259,0,0.0746268630027771,North/Central America,0,1
2001,2,USA,United States of America,210,NTH,Netherlands,9.97479234946273,45,0,16.125656991832145,12.90085380292259,0,0.0746268630027771,North/Central America,0,1
2001,2,USA,United States of America,211,BEL,Belgium,9.607576380395889,45,0,16.125656991832145,12.353039413098019,0,0.05970149114727974,North/Central America,0,1
2001,2,USA,United States of America,211,BEL,Belgium,9.607576380395889,45,0,16.125656991832145,12.353039413098019,0,0.05970149114727974,North/Central America,0,1
2001,2,USA,United States of America,220,FRN,France,10.09305363758434,37,0,16.125656991832145,14.107995826578325,0,0.1666666716337204,North/Central America,0,1
2001,2,USA,United States of America,220,FRN,France,10.09305363758434,37,0,16.125656991832145,14.107995826578325,0,0.1666666716337204,North/Central America,0,1
2001,2,USA,United States of America,225,SWZ,Switzerland,9.289826925024402,46,0,16.125656991832145,12.430602547915496,0,-0.14579378068447113,North/Central America,0,1
2001,2,USA,United States of America,230,SPN,Spain,8.762957356554647,43,0,16.125656991832145,13.31852168004533,0,0.04477611929178238,North/Central America,0,1
2001,2,USA,United States of America,235,POR,Portugal,7.261814805697046,45,0,16.125656991832145,11.658861447262808,0,0.02985074557363987,North/Central America,0,1
2001,2,USA,United States of America,255,GMY,Germany,10.614263430490585,45,0,16.125656991832145,14.45260094561823,0,NA,North/Central America,0,1
2001,2,USA,United States of America,255,GMY,Germany,10.614263430490585,45,0,16.125656991832145,14.45260094561823,0,NA,North/Central America,0,1
2001,2,USA,United States of America,290,POL,Poland,7.448188247500786,45,0,16.125656991832145,12.156531023305597,0,0.05970149114727974,North/Central America,0,1
2001,2,USA,United States of America,290,POL,Poland,7.448188247500786,45,0,16.125656991832145,12.156531023305597,0,0.05970149114727974,North/Central America,0,1
2001,2,USA,United States of America,305,AUS,Austria,7.968683007343123,45,0,16.125656991832145,12.171374278636721,0,0.014925372786819935,North/Central America,0,1
2001,2,USA,United States of America,305,AUS,Austria,7.968683007343123,45,0,16.125656991832145,12.171374278636721,0,0.014925372786819935,North/Central America,0,1
2001,2,USA,United States of America,310,HUN,Hungary,7.252181512816498,40,0,16.125656991832145,10.884011387818857,0,0.078125,North/Central America,0,1
2001,2,USA,United States of America,316,CZR,Czech Republic,7.376082503846928,45,0,16.125656991832145,11.032343203781528,0,0.05970149114727974,North/Central America,0,1
2001,2,USA,United States of America,317,SLO,Slovakia,5.752290059221237,45,0,16.125656991832145,9.957492148490216,0,0.014925372786819935,North/Central America,0,1
2001,2,USA,United States of America,325,ITA,Italy,9.347167577437927,45,0,16.125656991832145,13.926477975528691,0,0.0615384615957737,North/Central America,0,1
2001,2,USA,United States of America,338,MLT,Malta,5.655642099328266,45,0,16.125656991832145,8.258603148146054,0,-0.06060606241226196,North/Central America,0,1
2001,2,USA,United States of America,339,ALB,Albania,2.8746939451769347,45,0,16.125656991832145,8.316549730826269,0,0.38461539149284363,North/Central America,0,1
2001,2,USA,United States of America,339,ALB,Albania,2.8746939451769347,45,0,16.125656991832145,8.316549730826269,0,0.38461539149284363,North/Central America,0,1
2001,2,USA,United States of America,343,MAC,Macedonia,3.961666139049016,1,0,16.125656991832145,8.142342982529616,0,0.03030303120613098,North/Central America,0,0
2001,2,USA,United States of America,344,CRO,Croatia,5.642226168957095,2,0,16.125656991832145,9.896613786933319,0,-0.04545454680919647,North/Central America,0,0
2001,2,USA,United States of America,345,YUG,Yugoslavia,4.122608027494961,-1,0,16.125656991832145,9.356719637796603,0,0.01515151560306549,North/Central America,0,0
2001,2,USA,United States of America,345,YUG,Yugoslavia,4.122608027494961,-1,0,16.125656991832145,9.356719637796603,0,0.01515151560306549,North/Central America,0,0
2001,2,USA,United States of America,346,BOS,Bosnia and Herzegovina,3.8774315606585272,-2,0,16.125656991832145,8.601179644743787,0,0.3529411852359772,North/Central America,0,0
2001,2,USA,United States of America,349,SLV,Slovenia,5.697033081996525,45,0,16.125656991832145,9.892005873987106,0,0.0615384615957737,North/Central America,0,1
2001,2,USA,United States of America,350,GRC,Greece,7.262817923864996,44,0,16.125656991832145,11.687798057929337,0,0.04477611929178238,North/Central America,0,1
2001,2,USA,United States of America,350,GRC,Greece,7.262817923864996,44,0,16.125656991832145,11.687798057929337,0,0.04477611929178238,North/Central America,0,1
2001,2,USA,United States of America,352,CYP,Cyprus,6.151987736440525,45,0,16.125656991832145,9.158688254995822,0,-0.08955223858356476,North/Central America,0,1
2001,2,USA,United States of America,355,BUL,Bulgaria,5.255482931760887,40,0,16.125656991832145,9.517726979826893,0,0.04545454680919647,North/Central America,0,1
2001,2,USA,United States of America,359,MLD,Moldova,3.6928714753834737,44,0,16.125656991832145,7.300241092859038,0,0,North/Central America,0,1
2001,2,USA,United States of America,360,ROM,Romania,6.197868774417894,42,0,16.125656991832145,10.60114320698075,0,0.04545454680919647,North/Central America,0,1
2001,2,USA,United States of America,365,RUS,Russia,8.070787331736478,34,0,16.125656991832145,12.633308010873932,0,-0.27272728085517883,North/Central America,1,1
2001,2,USA,United States of America,366,EST,Estonia,4.813321919483064,45,0,16.125656991832145,8.730905612225698,0,0.0625,North/Central America,0,1
2001,2,USA,United States of America,366,EST,Estonia,4.813321919483064,45,0,16.125656991832145,8.730905612225698,0,0.0625,North/Central America,0,1
2001,2,USA,United States of America,367,LAT,Latvia,4.8103126861927485,45,0,16.125656991832145,9.02558158974723,0,0.078125,North/Central America,0,1
2001,2,USA,United States of America,367,LAT,Latvia,4.8103126861927485,45,0,16.125656991832145,9.02558158974723,0,0.078125,North/Central America,0,1
2001,2,USA,United States of America,368,LIT,Lithuania,5.273937580022489,45,0,16.125656991832145,9.404767558286432,0,0.046875,North/Central America,0,1
2001,2,USA,United States of America,368,LIT,Lithuania,5.273937580022489,45,0,16.125656991832145,9.404767558286432,0,0.046875,North/Central America,0,1
2001,2,USA,United States of America,369,UKR,Ukraine,6.128865007726467,44,0,16.125656991832145,10.545587296640878,0,-0.16417910158634186,North/Central America,0,1
2001,2,USA,United States of America,370,BLR,Belarus,4.887555756705538,41,0,16.125656991832145,9.42180157460995,0,-0.4126984179019928,North/Central America,0,1
2001,2,USA,United States of America,371,ARM,Armenia,4.445007302362651,44,0,16.125656991832145,7.658448473222954,0,-0.3283582031726837,North/Central America,0,1
2001,2,USA,United States of America,372,GRG,Georgia,4.776599301615622,44,0,16.125656991832145,8.0769775553788,0,-0.01587301678955555,North/Central America,0,1
2001,2,USA,United States of America,373,AZE,Azerbaijan,5.446448536854103,44,0,16.125656991832145,8.649557081485742,0,-0.4590163826942444,North/Central America,0,1
2001,2,USA,United States of America,375,FIN,Finland,7.444353907114823,45,0,16.125656991832145,11.712780685977995,0,0.04477611929178238,North/Central America,0,1
2001,2,USA,United States of America,380,SWD,Sweden,8.269649359778414,45,0,16.125656991832145,12.308376917504512,0,0.02985074557363987,North/Central America,0,1
2001,2,USA,United States of America,385,NOR,Norway,7.694816210247523,45,0,16.125656991832145,12.042011258674089,0,0.0746268630027771,North/Central America,0,1
2001,2,USA,United States of America,385,NOR,Norway,7.694816210247523,45,0,16.125656991832145,12.042011258674089,0,0.0746268630027771,North/Central America,0,1
2001,2,USA,United States of America,390,DEN,Denmark,7.583634217975563,45,0,16.125656991832145,11.985900748692652,0,0.0746268630027771,North/Central America,0,1
2001,2,USA,United States of America,390,DEN,Denmark,7.583634217975563,45,0,16.125656991832145,11.985900748692652,0,0.0746268630027771,North/Central America,0,1
2001,2,USA,United States of America,395,ICE,Iceland,5.563113287525615,45,0,16.125656991832145,8.968387359680785,0,0.05970149114727974,North/Central America,0,1
2001,2,USA,United States of America,402,CAP,Cape Verde,2.224623551524334,-13,0,16.125656991832145,6.310281205080768,0,-0.5555555820465088,North/Central America,0,0
2001,2,USA,United States of America,403,STP,Sao Tome and Principe,2.547098670044448,-10,0,16.125656991832145,4.336773703245767,0,-0.4891418516635895,North/Central America,0,0
2001,2,USA,United States of America,404,GNB,Guinea-Bissau,0.6312717768418579,-13,0,16.125656991832145,5.293476413871187,0,-0.3939569294452667,North/Central America,0,0
2001,2,USA,United States of America,411,EQG,Equatorial Guinea,4.492337377713747,-10,0,16.125656991832145,7.460172718067801,0,-0.5199999809265137,North/Central America,0,0
2001,2,USA,United States of America,420,GAM,Gambia,2.3369865197113784,-13,0,16.125656991832145,6.035294367098115,0,-0.529411792755127,North/Central America,0,0
2001,2,USA,United States of America,432,MLI,Mali,3.6071269522416776,-14,0,16.125656991832145,7.874637843456727,0,-0.5322580933570862,North/Central America,0,0
2001,2,USA,United States of America,433,SEN,Senegal,4.548599834499697,-12,0,16.125656991832145,8.425099425200337,0,-0.4848484992980957,North/Central America,0,0
2001,2,USA,United States of America,434,BEN,Benin,3.5981338408071912,-13,0,16.125656991832145,7.771398489884812,0,-0.5,North/Central America,0,0
2001,2,USA,United States of America,435,MAA,Mauritania,3.3690184832979204,-32,0,16.125656991832145,7.022480802325965,0,-0.6271186470985413,North/Central America,0,0
2001,2,USA,United States of America,436,NIR,Niger,4.268297869345539,-13,0,16.125656991832145,7.573183559101642,0,-0.22355368733406067,North/Central America,0,0
2001,2,USA,United States of America,437,CDI,Ivory Coast,4.902871893822119,-13,0,16.125656991832145,9.264259658784958,0,-0.5,North/Central America,0,0
2001,2,USA,United States of America,438,GUI,Guinea,4.467401256243195,-14,0,16.125656991832145,8.019335608192694,0,-0.49056604504585266,North/Central America,0,0
2001,2,USA,United States of America,439,BFO,Burkina Faso,1.7647307968401358,-13,0,16.125656991832145,7.9423260583984705,0,-0.5538461804389954,North/Central America,0,0
2001,2,USA,United States of America,450,LBR,Liberia,3.7252113833613265,-16,0,16.125656991832145,6.297109319933935,1,0.0478464737534523,North/Central America,1,0
2001,2,USA,United States of America,451,SIE,Sierra Leone,3.452524008827496,-13,0,16.125656991832145,6.691666480929414,0,-0.4754098355770111,North/Central America,0,0
2001,2,USA,United States of America,452,GHA,Ghana,5.397664840048735,-14,0,16.125656991832145,8.577865054763832,0,-0.49253731966018677,North/Central America,0,0
2001,2,USA,United States of America,461,TOG,Togo,2.9523027156266552,-12,0,16.125656991832145,7.191452861386021,0,-0.5151515007019043,North/Central America,0,0
2001,2,USA,United States of America,471,CAO,Cameroon,5.315715143724457,-10,0,16.125656991832145,9.169333423829622,0,-0.46000000834465027,North/Central America,0,0
2001,2,USA,United States of America,475,NIG,Nigeria,6.960376191694347,-13,0,16.125656991832145,10.778951569826805,0,-0.5151515007019043,North/Central America,0,0
2001,2,USA,United States of America,481,GAB,Gabon,4.418238016636454,-9,0,16.125656991832145,8.458045944540693,0,-0.4912280738353729,North/Central America,0,0
2001,2,USA,United States of America,482,CEN,Central African Republic,1.623340817603092,-9,0,16.125656991832145,6.874692587716491,0,-0.14747987687587738,North/Central America,0,0
2001,2,USA,United States of America,483,CHA,Chad,5.022629738944624,-10,0,16.125656991832145,7.443865089561764,0,-0.7142857313156128,North/Central America,0,0
2001,2,USA,United States of America,484,CON,Congo,4.608464752937522,-9,0,16.125656991832145,7.93532049859722,0,-0.644444465637207,North/Central America,0,0
2001,2,USA,United States of America,500,UGA,Uganda,3.6041382256588457,-1,0,16.125656991832145,8.64492526873354,0,-0.4883720874786377,North/Central America,0,0
2001,2,USA,United States of America,501,KEN,Kenya,6.45541866490216,-1,0,16.125656991832145,9.471432944773014,0,-0.4590163826942444,North/Central America,0,0
2001,2,USA,United States of America,510,TAZ,Tanzania,4.268297869345539,-14,0,16.125656991832145,9.152810772527438,0,-0.5454545617103577,North/Central America,0,0
2001,2,USA,United States of America,516,BUI,Burundi,1.9050881545350582,-10,0,16.125656991832145,6.49582623989578,0,-0.568965494632721,North/Central America,0,0
2001,2,USA,United States of America,517,RWA,Rwanda,3.0081547935525483,-10,0,16.125656991832145,7.439993991516203,0,-0.6000000238418579,North/Central America,0,0
2001,2,USA,United States of America,520,SOM,Somalia,2.1114245875328868,-19,0,16.125656991832145,NA,0,-0.30114787817001343,North/Central America,0,0
2001,2,USA,United States of America,522,DJI,Djibouti,3.0661907372025525,-18,0,16.125656991832145,6.349868586120168,0,-0.5714285969734192,North/Central America,0,0
2001,2,USA,United States of America,530,ETH,Ethiopia,5.124190144302241,1,0,16.125656991832145,8.973052954579467,0,-0.5076923370361328,North/Central America,0,0
2001,2,USA,United States of America,530,ETH,Ethiopia,5.124190144302241,1,0,16.125656991832145,8.973052954579467,0,-0.5076923370361328,North/Central America,0,0
2001,2,USA,United States of America,531,ERI,Eritrea,3.2180755046974316,-1,0,16.125656991832145,6.508429793063028,0,-0.484375,North/Central America,0,0
2001,2,USA,United States of America,540,ANG,Angola,5.7193605046195195,-21,0,16.125656991832145,9.097845963563413,0,-0.4406779706478119,North/Central America,0,0
2001,2,USA,United States of America,541,MZM,Mozambique,3.4956162552801993,-10,0,16.125656991832145,8.215324504803874,0,-0.4838709533214569,North/Central America,0,0
2001,2,USA,United States of America,551,ZAM,Zambia,2.9172300453990334,-13,0,16.125656991832145,8.198892494241708,0,-0.49253731966018677,North/Central America,0,0
2001,2,USA,United States of America,552,ZIM,Zimbabwe,3.9005757347193675,-13,0,16.125656991832145,9.235663406997594,0,-0.5454545617103577,North/Central America,0,0
2001,2,USA,United States of America,553,MAW,Malawi,2.8495497633759097,-13,0,16.125656991832145,7.448044248560369,0,-0.42105263471603394,North/Central America,0,0
2001,2,USA,United States of America,560,SAF,South Africa,8.10520485323073,-14,0,16.125656991832145,11.682490810843095,0,-0.390625,North/Central America,0,0
2001,2,USA,United States of America,565,NAM,Namibia,5.642084360185986,-13,0,16.125656991832145,8.075873968282838,0,-0.5573770403862,North/Central America,0,0
2001,2,USA,United States of America,570,LES,Lesotho,0.5709795465857378,-13,0,16.125656991832145,6.622942052947208,0,-0.42105263471603394,North/Central America,0,0
2001,2,USA,United States of America,571,BOT,Botswana,3.8865000481970604,-13,0,16.125656991832145,8.705041682857544,0,-0.4716981053352356,North/Central America,0,0
2001,2,USA,United States of America,572,SWA,Swaziland,2.6609585935683597,-13,0,16.125656991832145,7.138752673594047,0,-0.5405405163764954,North/Central America,0,0
2001,2,USA,United States of America,580,MAG,Madagascar,3.237469878996703,NA,0,16.125656991832145,8.418359937869294,0,-0.4754098355770111,North/Central America,NA,NA
2001,2,USA,United States of America,581,COM,Comoros,0.9321640810304452,-18,0,16.125656991832145,5.394150785903513,0,-0.5178571343421936,North/Central America,0,0
2001,2,USA,United States of America,590,MAS,Mauritius,4.155552543263216,-13,0,16.125656991832145,8.420358187548993,0,-0.36734694242477417,North/Central America,0,0
2001,2,USA,United States of America,591,SEY,Seychelles,5.2726405197580535,-13,0,16.125656991832145,6.427334789176734,0,-0.4523809552192688,North/Central America,0,0
2001,2,USA,United States of America,600,MOR,Morocco,6.0129838373497195,-18,0,16.125656991832145,10.431203709108164,0,-0.515625,North/Central America,0,0
2001,2,USA,United States of America,600,MOR,Morocco,6.0129838373497195,-18,0,16.125656991832145,10.431203709108164,0,-0.515625,North/Central America,0,0
2001,2,USA,United States of America,615,ALG,Algeria,7.049957719179264,-19,0,16.125656991832145,10.918373757745906,0,-0.5522388219833374,North/Central America,0,0
2001,2,USA,United States of America,616,TUN,Tunisia,5.975436786030785,-18,0,16.125656991832145,9.902907012961885,0,-0.5692307949066162,North/Central America,0,0
2001,2,USA,United States of America,616,TUN,Tunisia,5.975436786030785,-18,0,16.125656991832145,9.902907012961885,0,-0.5692307949066162,North/Central America,0,0
2001,2,USA,United States of America,620,LIB,Libya,2.388762789235098,-18,0,16.125656991832145,10.308743328840086,0,-0.5671641826629639,North/Central America,0,0
2001,2,USA,United States of America,625,SUD,Sudan,3.0027078872904163,-20,0,16.125656991832145,9.500194692762271,0,-0.59375,North/Central America,0,0
2001,2,USA,United States of America,630,IRN,Iran,4.315817385313515,NA,0,16.125656991832145,11.656492252125695,0,-0.5161290168762207,North/Central America,NA,NA
2001,2,USA,United States of America,640,TUR,Turkey,8.136886928658473,45,0,16.125656991832145,11.886167676327998,0,-0.14754098653793335,North/Central America,1,1
2001,2,USA,United States of America,645,IRQ,Iraq,3.9520126536443043,-19,1,16.125656991832145,9.848825102068764,0,-0.19730886816978455,North/Central America,0,0
2001,2,USA,United States of America,651,EGY,Egypt,8.332527288789738,-1,0,16.125656991832145,11.488960667536263,0,-0.5223880410194397,North/Central America,0,0
2001,2,USA,United States of America,651,EGY,Egypt,8.332527288789738,-1,0,16.125656991832145,11.488960667536263,0,-0.5223880410194397,North/Central America,0,0
2001,2,USA,United States of America,652,SYR,Syria,5.521620905063612,-17,0,16.125656991832145,9.957020451394104,0,-0.560606062412262,North/Central America,0,0
2001,2,USA,United States of America,652,SYR,Syria,5.521620905063612,-17,0,16.125656991832145,9.957020451394104,0,-0.560606062412262,North/Central America,0,0
2001,2,USA,United States of America,660,LEB,Lebanon,6.133202796171501,-19,0,16.125656991832145,9.753358689714373,0,-0.5373134613037109,North/Central America,0,0
2001,2,USA,United States of America,663,JOR,Jordan,5.983807808958981,-20,0,16.125656991832145,9.10224869954721,0,-0.5757575631141663,North/Central America,0,0
2001,2,USA,United States of America,666,ISR,Israel,9.015727181617669,-2,0,16.125656991832145,11.642194299459979,0,0.7575757503509521,North/Central America,0,0
2001,2,USA,United States of America,670,SAU,Saudi Arabia,8.790031640362248,-19,0,16.125656991832145,12.117308454850688,0,-0.6000000238418579,North/Central America,0,0
2001,2,USA,United States of America,679,YEM,Yemen,5.322180366812565,-19,0,16.125656991832145,9.154782239502708,0,NA,North/Central America,0,0
2001,2,USA,United States of America,690,KUW,Kuwait,6.905021545736082,-19,0,16.125656991832145,10.459977701819897,0,-0.523809552192688,North/Central America,0,0
2001,2,USA,United States of America,692,BAH,Bahrain,6.168145224011851,-18,0,16.125656991832145,8.978273951291385,0,-0.5373134613037109,North/Central America,0,0
2001,2,USA,United States of America,694,QAT,Qatar,6.247224357796822,-19,0,16.125656991832145,9.77215151620969,0,-0.5625,North/Central America,0,0
2001,2,USA,United States of America,696,UAE,United Arab Emirates,7.974075065587228,-19,0,16.125656991832145,11.149745031144535,0,-0.5901639461517334,North/Central America,0,0
2001,2,USA,United States of America,698,OMA,Oman,5.981239953648263,-19,0,16.125656991832145,9.900948589909119,0,-0.578125,North/Central America,0,0
2001,2,USA,United States of America,700,AFG,Afghanistan,2.0281482472922856,0,1,16.125656991832145,7.808582633118984,0,-0.5526315569877625,North/Central America,0,0
2001,2,USA,United States of America,701,TKM,Turkmenistan,5.614404663504985,3,0,16.125656991832145,8.170376304802032,0,-0.375,North/Central America,0,0
2001,2,USA,United States of America,702,TAJ,Tajikistan,3.490123590856557,7,0,16.125656991832145,7.0064712956224655,0,-0.2791203558444977,North/Central America,0,0
2001,2,USA,United States of America,703,KYR,Kyrgyzstan,3.445533195482207,43,0,16.125656991832145,7.329824129149877,0,-0.30232203006744385,North/Central America,0,1
2001,2,USA,United States of America,704,UZB,Uzbekistan,5.096629487263117,43,0,16.125656991832145,9.341487185469164,0,-0.12803718447685242,North/Central America,0,1
2001,2,USA,United States of America,705,KZK,Kazakhstan,5.85853582998095,43,0,16.125656991832145,10.005714188108113,0,-0.3174603283405304,North/Central America,0,1
2001,2,USA,United States of America,710,CHN,China,10.174354032059346,-2,1,16.125656991832145,14.096775742407086,0,-0.5074626803398132,North/Central America,0,0
2001,2,USA,United States of America,712,MON,Mongolia,2.7644305345383176,1,0,16.125656991832145,6.92081145957587,0,-0.460317462682724,North/Central America,0,0
2001,2,USA,United States of America,713,TAW,Taiwan,9.810815639443573,NA,0,16.125656991832145,12.583460586566448,0,0.5269235968589783,North/Central America,NA,NA
2001,2,USA,United States of America,731,PRK,North Korea,0.4382549309311553,0,0,16.125656991832145,NA,0,-0.7017543911933899,North/Central America,0,0
2001,2,USA,United States of America,732,ROK,South Korea,10.103050043257086,-1,0,16.125656991832145,13.085482564547886,0,-0.09090909361839294,North/Central America,1,0
2001,2,USA,United States of America,740,JPN,Japan,11.062153319557135,-2,0,16.125656991832145,15.22349932202036,0,-0.05970149114727974,North/Central America,1,0
2001,2,USA,United States of America,740,JPN,Japan,11.062153319557135,-2,0,16.125656991832145,15.22349932202036,0,-0.05970149114727974,North/Central America,1,0
2001,2,USA,United States of America,750,IND,India,8.328842294627606,3,0,16.125656991832145,13.077973436786115,0,-0.5,North/Central America,0,0
2001,2,USA,United States of America,760,BHU,Bhutan,0.5709795465857378,NA,0,16.125656991832145,6.199950664038707,0,-0.4727272689342499,North/Central America,NA,NA
2001,2,USA,United States of America,770,PAK,Pakistan,6.393172606338434,-2,0,16.125656991832145,11.177434481137992,0,-0.5,North/Central America,1,0
2001,2,USA,United States of America,771,BNG,Bangladesh,5.827709559887866,NA,0,16.125656991832145,10.756903212307236,0,-0.5074626803398132,North/Central America,NA,NA
2001,2,USA,United States of America,775,MYA,Myanmar,2.613739521630969,-8,0,16.125656991832145,NA,0,-0.5373134613037109,North/Central America,0,0
2001,2,USA,United States of America,780,SRI,Sri Lanka,5.585550588281404,NA,0,16.125656991832145,9.664322665530223,0,-0.5223880410194397,North/Central America,NA,NA
2001,2,USA,United States of America,781,MAD,Maldives,2.2141330423687005,NA,0,16.125656991832145,6.437856234111015,0,-0.46875,North/Central America,NA,NA
2001,2,USA,United States of America,790,NEP,Nepal,2.91235066461494,NA,0,16.125656991832145,8.624033939114863,0,-0.5151515007019043,North/Central America,NA,NA
2001,2,USA,United States of America,800,THI,Thailand,8.881736300003814,-8,0,16.125656991832145,11.657340964904833,0,-0.49253731966018677,North/Central America,0,0
